COUNT;Geo Local Area;Geom;geo_point_2d
2;West End;"{""coordinates"": [-123.129072584411, 49.2877136381681], ""type"": ""Point""}";49.2877136381681, -123.129072584411
2;West End;"{""coordinates"": [-123.129213202451, 49.2877966863318], ""type"": ""Point""}";49.2877966863318, -123.129213202451
2;Kitsilano;"{""coordinates"": [-123.182148248178, 49.2640211794094], ""type"": ""Point""}";49.2640211794094, -123.182148248178
2;Renfrew-Collingwood;"{""coordinates"": [-123.046355048334, 49.2578724303304], ""type"": ""Point""}";49.2578724303304, -123.046355048334
1;Grandview-Woodland;"{""coordinates"": [-123.076270109807, 49.2737524074309], ""type"": ""Point""}";49.2737524074309, -123.076270109807
4;Downtown;"{""coordinates"": [-123.111384238614, 49.2832914222406], ""type"": ""Point""}";49.2832914222406, -123.111384238614
2;Fairview;"{""coordinates"": [-123.14104908217, 49.2685596674563], ""type"": ""Point""}";49.2685596674563, -123.14104908217
7;Kensington-Cedar Cottage;"{""coordinates"": [-123.065467461877, 49.24501800206], ""type"": ""Point""}";49.24501800206, -123.065467461877
6;Renfrew-Collingwood;"{""coordinates"": [-123.043842732049, 49.2363237275434], ""type"": ""Point""}";49.2363237275434, -123.043842732049
2;Grandview-Woodland;"{""coordinates"": [-123.065562395117, 49.2680160431099], ""type"": ""Point""}";49.2680160431099, -123.065562395117
1;Mount Pleasant;"{""coordinates"": [-123.091216481912, 49.2569853204996], ""type"": ""Point""}";49.2569853204996, -123.091216481912
1;Riley Park;"{""coordinates"": [-123.101277609922, 49.2528926687961], ""type"": ""Point""}";49.2528926687961, -123.101277609922
5;Grandview-Woodland;"{""coordinates"": [-123.07592887904, 49.2806092828486], ""type"": ""Point""}";49.2806092828486, -123.07592887904
7;Downtown;"{""coordinates"": [-123.105855296089, 49.2824678039489], ""type"": ""Point""}";49.2824678039489, -123.105855296089
1;Kitsilano;"{""coordinates"": [-123.176052148622, 49.2661450694925], ""type"": ""Point""}";49.2661450694925, -123.176052148622
1;Grandview-Woodland;"{""coordinates"": [-123.070109202788, 49.2647456152755], ""type"": ""Point""}";49.2647456152755, -123.070109202788
11;Downtown;"{""coordinates"": [-123.106049619997, 49.2810814509183], ""type"": ""Point""}";49.2810814509183, -123.106049619997
1;Renfrew-Collingwood;"{""coordinates"": [-123.034719832319, 49.251231987912], ""type"": ""Point""}";49.251231987912, -123.034719832319
2;Grandview-Woodland;"{""coordinates"": [-123.068988324433, 49.2769062172505], ""type"": ""Point""}";49.2769062172505, -123.068988324433
4;Sunset;"{""coordinates"": [-123.090558517775, 49.2186939497697], ""type"": ""Point""}";49.2186939497697, -123.090558517775
1;Fairview;"{""coordinates"": [-123.136150189406, 49.2689753561771], ""type"": ""Point""}";49.2689753561771, -123.136150189406
2;Grandview-Woodland;"{""coordinates"": [-123.07397415476, 49.2630719054548], ""type"": ""Point""}";49.2630719054548, -123.07397415476
6;Mount Pleasant;"{""coordinates"": [-123.077963228333, 49.2593476409494], ""type"": ""Point""}";49.2593476409494, -123.077963228333
1;Fairview;"{""coordinates"": [-123.141688674637, 49.2639290266157], ""type"": ""Point""}";49.2639290266157, -123.141688674637
1;Hastings-Sunrise;"{""coordinates"": [-123.028080262799, 49.279314454021], ""type"": ""Point""}";49.279314454021, -123.028080262799
1;Strathcona;"{""coordinates"": [-123.100171739377, 49.2709424375538], ""type"": ""Point""}";49.2709424375538, -123.100171739377
2;Mount Pleasant;"{""coordinates"": [-123.078257785722, 49.2593701097447], ""type"": ""Point""}";49.2593701097447, -123.078257785722
1;Downtown;"{""coordinates"": [-123.122540220762, 49.278650527149], ""type"": ""Point""}";49.278650527149, -123.122540220762
1;Grandview-Woodland;"{""coordinates"": [-123.071803138464, 49.27913978717], ""type"": ""Point""}";49.27913978717, -123.071803138464
5;Strathcona;"{""coordinates"": [-123.090285457642, 49.2808469183575], ""type"": ""Point""}";49.2808469183575, -123.090285457642
3;Kensington-Cedar Cottage;"{""coordinates"": [-123.064986500609, 49.2383293869883], ""type"": ""Point""}";49.2383293869883, -123.064986500609
1;Kitsilano;"{""coordinates"": [-123.14631443798, 49.2668880180747], ""type"": ""Point""}";49.2668880180747, -123.14631443798
1;Kitsilano;"{""coordinates"": [-123.174284689473, 49.2644391274471], ""type"": ""Point""}";49.2644391274471, -123.174284689473
10;Renfrew-Collingwood;"{""coordinates"": [-123.039583840783, 49.2590007623709], ""type"": ""Point""}";49.2590007623709, -123.039583840783
1;West Point Grey;"{""coordinates"": [-123.206641957778, 49.2657714732549], ""type"": ""Point""}";49.2657714732549, -123.206641957778
1;Victoria-Fraserview;"{""coordinates"": [-123.065331437766, 49.2260067382212], ""type"": ""Point""}";49.2260067382212, -123.065331437766
1;Kitsilano;"{""coordinates"": [-123.166282448254, 49.2579640861844], ""type"": ""Point""}";49.2579640861844, -123.166282448254
3;Grandview-Woodland;"{""coordinates"": [-123.076658405483, 49.281993059998], ""type"": ""Point""}";49.281993059998, -123.076658405483
1;Mount Pleasant;"{""coordinates"": [-123.104254810652, 49.2685274113637], ""type"": ""Point""}";49.2685274113637, -123.104254810652
2;Fairview;"{""coordinates"": [-123.142284478261, 49.2592193824568], ""type"": ""Point""}";49.2592193824568, -123.142284478261
2;Fairview;"{""coordinates"": [-123.142497509364, 49.2592222682385], ""type"": ""Point""}";49.2592222682385, -123.142497509364
1;Renfrew-Collingwood;"{""coordinates"": [-123.040951681234, 49.2360827984233], ""type"": ""Point""}";49.2360827984233, -123.040951681234
4;Fairview;"{""coordinates"": [-123.138197271311, 49.2629451588082], ""type"": ""Point""}";49.2629451588082, -123.138197271311
1;Fairview;"{""coordinates"": [-123.127871943391, 49.2657552041993], ""type"": ""Point""}";49.2657552041993, -123.127871943391
2;Mount Pleasant;"{""coordinates"": [-123.103697958339, 49.2662044613053], ""type"": ""Point""}";49.2662044613053, -123.103697958339
8;Kensington-Cedar Cottage;"{""coordinates"": [-123.067645523983, 49.2524507994079], ""type"": ""Point""}";49.2524507994079, -123.067645523983
3;West End;"{""coordinates"": [-123.137982082882, 49.2843782505389], ""type"": ""Point""}";49.2843782505389, -123.137982082882
3;Renfrew-Collingwood;"{""coordinates"": [-123.053808452314, 49.2395491681606], ""type"": ""Point""}";49.2395491681606, -123.053808452314
4;Mount Pleasant;"{""coordinates"": [-123.107216649993, 49.2649645352697], ""type"": ""Point""}";49.2649645352697, -123.107216649993
13;Mount Pleasant;"{""coordinates"": [-123.10048129844, 49.2634280373233], ""type"": ""Point""}";49.2634280373233, -123.10048129844
1;Mount Pleasant;"{""coordinates"": [-123.098421756189, 49.264802964076], ""type"": ""Point""}";49.264802964076, -123.098421756189
2;West End;"{""coordinates"": [-123.142881536347, 49.2917428122689], ""type"": ""Point""}";49.2917428122689, -123.142881536347
1;Kensington-Cedar Cottage;"{""coordinates"": [-123.087320244704, 49.2419208122881], ""type"": ""Point""}";49.2419208122881, -123.087320244704
1;Killarney;"{""coordinates"": [-123.033577054206, 49.2325796744456], ""type"": ""Point""}";49.2325796744456, -123.033577054206
1;Killarney;"{""coordinates"": [-123.033803748393, 49.2326731499632], ""type"": ""Point""}";49.2326731499632, -123.033803748393
5;Dunbar-Southlands;"{""coordinates"": [-123.185481051891, 49.2576086575365], ""type"": ""Point""}";49.2576086575365, -123.185481051891
4;Strathcona;"{""coordinates"": [-123.097916703431, 49.2805999927487], ""type"": ""Point""}";49.2805999927487, -123.097916703431
1;West End;"{""coordinates"": [-123.139648430275, 49.2884263429201], ""type"": ""Point""}";49.2884263429201, -123.139648430275
11;Mount Pleasant;"{""coordinates"": [-123.103991424031, 49.2627195362653], ""type"": ""Point""}";49.2627195362653, -123.103991424031
4;Hastings-Sunrise;"{""coordinates"": [-123.027009015198, 49.2814122408828], ""type"": ""Point""}";49.2814122408828, -123.027009015198
1;Kitsilano;"{""coordinates"": [-123.184695013407, 49.2688089547036], ""type"": ""Point""}";49.2688089547036, -123.184695013407
7;Grandview-Woodland;"{""coordinates"": [-123.076826342307, 49.2742818465488], ""type"": ""Point""}";49.2742818465488, -123.076826342307
6;Mount Pleasant;"{""coordinates"": [-123.10150893864, 49.2599367731609], ""type"": ""Point""}";49.2599367731609, -123.10150893864
1;Strathcona;"{""coordinates"": [-123.098429973521, 49.2844307730694], ""type"": ""Point""}";49.2844307730694, -123.098429973521
11;Kensington-Cedar Cottage;"{""coordinates"": [-123.089477087709, 49.25494905706], ""type"": ""Point""}";49.25494905706, -123.089477087709
1;Downtown;"{""coordinates"": [-123.121635047215, 49.2759583520546], ""type"": ""Point""}";49.2759583520546, -123.121635047215
1;Mount Pleasant;"{""coordinates"": [-123.090934351286, 49.2574912539043], ""type"": ""Point""}";49.2574912539043, -123.090934351286
1;Fairview;"{""coordinates"": [-123.141601551267, 49.2699730279842], ""type"": ""Point""}";49.2699730279842, -123.141601551267
1;Mount Pleasant;"{""coordinates"": [-123.109777609892, 49.2641057509815], ""type"": ""Point""}";49.2641057509815, -123.109777609892
3;Kensington-Cedar Cottage;"{""coordinates"": [-123.090006365542, 49.2399199722868], ""type"": ""Point""}";49.2399199722868, -123.090006365542
1;West End;"{""coordinates"": [-123.133090526223, 49.2917128019782], ""type"": ""Point""}";49.2917128019782, -123.133090526223
1;Sunset;"{""coordinates"": [-123.083322342227, 49.2184167734789], ""type"": ""Point""}";49.2184167734789, -123.083322342227
1;Renfrew-Collingwood;"{""coordinates"": [-123.024053498044, 49.238866426685], ""type"": ""Point""}";49.238866426685, -123.024053498044
3;Marpole;"{""coordinates"": [-123.140158104053, 49.2079021916351], ""type"": ""Point""}";49.2079021916351, -123.140158104053
1;Strathcona;"{""coordinates"": [-123.09214537309, 49.2823993490308], ""type"": ""Point""}";49.2823993490308, -123.09214537309
1;Renfrew-Collingwood;"{""coordinates"": [-123.028063468296, 49.2369803528981], ""type"": ""Point""}";49.2369803528981, -123.028063468296
5;Kensington-Cedar Cottage;"{""coordinates"": [-123.089510391974, 49.2553632520813], ""type"": ""Point""}";49.2553632520813, -123.089510391974
1;Hastings-Sunrise;"{""coordinates"": [-123.024441679794, 49.2808504610063], ""type"": ""Point""}";49.2808504610063, -123.024441679794
1;Mount Pleasant;"{""coordinates"": [-123.094646391553, 49.2632019135257], ""type"": ""Point""}";49.2632019135257, -123.094646391553
1;Strathcona;"{""coordinates"": [-123.08464579286, 49.2789348991504], ""type"": ""Point""}";49.2789348991504, -123.08464579286
1;Fairview;"{""coordinates"": [-123.140219040078, 49.264779760098], ""type"": ""Point""}";49.264779760098, -123.140219040078
1;Mount Pleasant;"{""coordinates"": [-123.09972186349, 49.2568357722065], ""type"": ""Point""}";49.2568357722065, -123.09972186349
1;Grandview-Woodland;"{""coordinates"": [-123.066620849323, 49.2723727097833], ""type"": ""Point""}";49.2723727097833, -123.066620849323
2;Strathcona;"{""coordinates"": [-123.079724305783, 49.2775743611511], ""type"": ""Point""}";49.2775743611511, -123.079724305783
1;Arbutus Ridge;"{""coordinates"": [-123.154132632134, 49.2460635355842], ""type"": ""Point""}";49.2460635355842, -123.154132632134
1;Sunset;"{""coordinates"": [-123.091152418676, 49.2251967394407], ""type"": ""Point""}";49.2251967394407, -123.091152418676
1;Fairview;"{""coordinates"": [-123.141723409423, 49.2673467209894], ""type"": ""Point""}";49.2673467209894, -123.141723409423
1;Sunset;"{""coordinates"": [-123.091133802696, 49.2266494533401], ""type"": ""Point""}";49.2266494533401, -123.091133802696
2;Marpole;"{""coordinates"": [-123.134068762458, 49.2019208716218], ""type"": ""Point""}";49.2019208716218, -123.134068762458
1;Downtown;"{""coordinates"": [-123.124913946926, 49.2735964951585], ""type"": ""Point""}";49.2735964951585, -123.124913946926
3;Kensington-Cedar Cottage;"{""coordinates"": [-123.063770069891, 49.244149571059], ""type"": ""Point""}";49.244149571059, -123.063770069891
2;Sunset;"{""coordinates"": [-123.091149815835, 49.2252750003037], ""type"": ""Point""}";49.2252750003037, -123.091149815835
1;Strathcona;"{""coordinates"": [-123.094263363234, 49.2815293992154], ""type"": ""Point""}";49.2815293992154, -123.094263363234
1;Kensington-Cedar Cottage;"{""coordinates"": [-123.089821967013, 49.2459990704167], ""type"": ""Point""}";49.2459990704167, -123.089821967013
2;Renfrew-Collingwood;"{""coordinates"": [-123.037894455978, 49.2353754209889], ""type"": ""Point""}";49.2353754209889, -123.037894455978
1;Downtown;"{""coordinates"": [-123.116226532396, 49.285879907759], ""type"": ""Point""}";49.285879907759, -123.116226532396
10;Downtown;"{""coordinates"": [-123.109815035164, 49.2830491819075], ""type"": ""Point""}";49.2830491819075, -123.109815035164
1;Sunset;"{""coordinates"": [-123.090196180655, 49.2312269773209], ""type"": ""Point""}";49.2312269773209, -123.090196180655
3;Grandview-Woodland;"{""coordinates"": [-123.072294650725, 49.2809562280128], ""type"": ""Point""}";49.2809562280128, -123.072294650725
1;Arbutus Ridge;"{""coordinates"": [-123.161682839754, 49.2366891850974], ""type"": ""Point""}";49.2366891850974, -123.161682839754
1;Arbutus Ridge;"{""coordinates"": [-123.16166266057, 49.2372365833345], ""type"": ""Point""}";49.2372365833345, -123.16166266057
2;Downtown;"{""coordinates"": [-123.126846874881, 49.278926484446], ""type"": ""Point""}";49.278926484446, -123.126846874881
2;Fairview;"{""coordinates"": [-123.130857648599, 49.2657328904158], ""type"": ""Point""}";49.2657328904158, -123.130857648599
4;Victoria-Fraserview;"{""coordinates"": [-123.066109779382, 49.226252117959], ""type"": ""Point""}";49.226252117959, -123.066109779382
4;Victoria-Fraserview;"{""coordinates"": [-123.066105170386, 49.2264005334397], ""type"": ""Point""}";49.2264005334397, -123.066105170386
5;Mount Pleasant;"{""coordinates"": [-123.112087476675, 49.2633675274978], ""type"": ""Point""}";49.2633675274978, -123.112087476675
1;Mount Pleasant;"{""coordinates"": [-123.103172414738, 49.2689052997172], ""type"": ""Point""}";49.2689052997172, -123.103172414738
5;Strathcona;"{""coordinates"": [-123.086906413896, 49.280869154617], ""type"": ""Point""}";49.280869154617, -123.086906413896
2;South Cambie;"{""coordinates"": [-123.115578397718, 49.256397683094], ""type"": ""Point""}";49.256397683094, -123.115578397718
16;Mount Pleasant;"{""coordinates"": [-123.101415341552, 49.2641070159134], ""type"": ""Point""}";49.2641070159134, -123.101415341552
2;Downtown;"{""coordinates"": [-123.13036405764, 49.276599671296], ""type"": ""Point""}";49.276599671296, -123.13036405764
7;Downtown;"{""coordinates"": [-123.105123446373, 49.2813166396078], ""type"": ""Point""}";49.2813166396078, -123.105123446373
1;Marpole;"{""coordinates"": [-123.117752162688, 49.2082106660354], ""type"": ""Point""}";49.2082106660354, -123.117752162688
1;West End;"{""coordinates"": [-123.135164203566, 49.2839367156148], ""type"": ""Point""}";49.2839367156148, -123.135164203566
1;West End;"{""coordinates"": [-123.135177928755, 49.2841287465551], ""type"": ""Point""}";49.2841287465551, -123.135177928755
1;Kitsilano;"{""coordinates"": [-123.157378389537, 49.2633108003813], ""type"": ""Point""}";49.2633108003813, -123.157378389537
3;Strathcona;"{""coordinates"": [-123.099336345055, 49.2779000467711], ""type"": ""Point""}";49.2779000467711, -123.099336345055
2;Grandview-Woodland;"{""coordinates"": [-123.07636189203, 49.2728378868286], ""type"": ""Point""}";49.2728378868286, -123.07636189203
1;Hastings-Sunrise;"{""coordinates"": [-123.044771130531, 49.2654312777863], ""type"": ""Point""}";49.2654312777863, -123.044771130531
3;Hastings-Sunrise;"{""coordinates"": [-123.055645363548, 49.280876563808], ""type"": ""Point""}";49.280876563808, -123.055645363548
1;Mount Pleasant;"{""coordinates"": [-123.092704059531, 49.2637819159862], ""type"": ""Point""}";49.2637819159862, -123.092704059531
2;Grandview-Woodland;"{""coordinates"": [-123.069282557382, 49.2682717556235], ""type"": ""Point""}";49.2682717556235, -123.069282557382
11;Downtown;"{""coordinates"": [-123.103819363323, 49.2817059785572], ""type"": ""Point""}";49.2817059785572, -123.103819363323
4;Strathcona;"{""coordinates"": [-123.09707335497, 49.2819914397787], ""type"": ""Point""}";49.2819914397787, -123.09707335497
3;Grandview-Woodland;"{""coordinates"": [-123.06997158638, 49.2719953329366], ""type"": ""Point""}";49.2719953329366, -123.06997158638
2;West End;"{""coordinates"": [-123.133496134429, 49.2800669949741], ""type"": ""Point""}";49.2800669949741, -123.133496134429
2;West End;"{""coordinates"": [-123.133832271302, 49.2802536969239], ""type"": ""Point""}";49.2802536969239, -123.133832271302
2;Kitsilano;"{""coordinates"": [-123.178994774485, 49.2630892206526], ""type"": ""Point""}";49.2630892206526, -123.178994774485
2;West End;"{""coordinates"": [-123.134433623676, 49.2800468383026], ""type"": ""Point""}";49.2800468383026, -123.134433623676
2;Hastings-Sunrise;"{""coordinates"": [-123.045236376771, 49.2697928410249], ""type"": ""Point""}";49.2697928410249, -123.045236376771
1;Kitsilano;"{""coordinates"": [-123.147105939161, 49.2719987237631], ""type"": ""Point""}";49.2719987237631, -123.147105939161
1;Grandview-Woodland;"{""coordinates"": [-123.0746116955, 49.2661098593002], ""type"": ""Point""}";49.2661098593002, -123.0746116955
3;Mount Pleasant;"{""coordinates"": [-123.096622252163, 49.2580864740824], ""type"": ""Point""}";49.2580864740824, -123.096622252163
5;Strathcona;"{""coordinates"": [-123.0997800994, 49.2694508692929], ""type"": ""Point""}";49.2694508692929, -123.0997800994
1;Mount Pleasant;"{""coordinates"": [-123.089822498836, 49.266391901424], ""type"": ""Point""}";49.266391901424, -123.089822498836
